"offset","length","text"
"979362","27","Highroad - Vehicle Delivery"
"979390","23","Escape Trumbull County."
"979414","47","Get in there and bring them back. Highroad out."
"979462","136","How are we different? We can live through most of that, at least for a while, but shoot us in the brain and we're just as gone as a zed."
"979599","59","Everybody just calm down and think about this, okay? - %3$s"
"979659","21","Dude, assist, assist!"
"979681","50","Ranger station. Maybe we can find some help there."
"979732","27","Each personality is unique."
"979760","32","Hello? Anybody here still alive?"
"979793","48","You know I went past my old place the other day?"
"979842","15","Sure. Let's go."
"979858","14","%s is not set."
"979873","46","Our ammo supply is basically tapped. Not good."
"979920","27","Ain't got the space for it."
"979948","147","Demands nothing but the best from herself and those around her. Her subordinates privately call her the Monster for her mercilessly high standards."
"980096","21","DECLINED: Bad Tidings"
"980118","51","Still feeling pretty energized, I better save this."
"980170","9","What? No!"
"980180","173","After the real estate bubble burst, construction pretty much stopped on a lot of buildings around here. Probably plenty of building material to scavenge at places like that."
"980354","21","Sweet, sweet fortune!"
"980376","20","You might need this."
"980397","48","A lighter variant of the venerable heavy hitter."
"980446","9","%s Found!"
"980456","14","Of course not."
"980471","37","No way does that gun get any quieter."
"980509","250","We all saw it coming. %1$s has been more and more nervous lately. Some people just can't take the pressure, and I can't say that there aren't reasons to be scared. Anyway, %1$s is gone now. Ran away. Somehow I doubt we'll be seeing them again. - %2$s"
"980760","52","IOU some medicine. Don't worry, I'll be fine. - %1$s"
"980813","12","Dodge/Crouch"
"980826","37","Come on, son. No use causing a scene."
"980864","51","We don't have anybody here qualified to treat this."
"980916","87","Why don't you go take down a horde? I'd do it, but I ain't got nothin' to prove to you."
"981004","26","NOTE: Like a Good Neighbor"
"981031","38","Damn good thing we stocked up on fuel."
"981070","14","THE COURTHOUSE"
"981085","39","Greyhound Two. I thought we'd lost you."
"981125","20","We don't know squat."
"981146","11","Bloated Zed"
"981158","19","Desperate Survivors"
"981178","96","I woulda made a break for it, but I couldn't just leave all my tools behind. (Handy with tools.)"
"981275","21","KILLED: Hadley Westen"
"981303","25","HOME: Ed's Getting Sicker"
"981329","39","Improvised. Does not hold an edge well."
"981369","90","I dunno, just some people have been having trouble sleeping. You know, the stress and all."
"981460","30","Keep moving, zeds on our tail."
"981491","33","Don't think they'll listen to me."
"981525","100","Listen to this. I think I've figured out a pretty easy way to get some refrigerated storage working."
"981626","12","Checking in!"
"981639","22","%d Rucksacks Delivered"
"981662","136","Plus, they don't exactly grow on trees, and we only got so much fuel to keep them running. So we gotta be careful about when we use 'em."
"981799","57","Determines when someone gets sick due to poor sanitation."
"981857","34","Every life is worth saving, right?"
"981892","23","Keeping out of trouble?"
"981924","17","I'm not hurt yet."
"981942","67","I'll say this about the folks here--you know they've got your back."
"982016","23","Yeah, I like that plan."
"982040","81","Gain +5 FOOD in exchange for pickling and curing food for another survivor group."
"982122","17","Surgical Facility"
"982140","40","We're sitting tight. Ready when you are."
"982181","19","Zeds are everywhere"
"982201","23","88 GENERIC Anson Hearst"
"982225","35","You can't reach your map right now."
"982261","32","We're in luck, it's a small one."
"982294","27","You put that one down hard."
"982322","39","Has a background in health and fitness."
"982368","23","You ain't looking good."
"982392","68","Come on! Just push through the undergrowth, it's not gonna kill you!"
"982461","34","Along with a pack full of samples."
"982496","69","Giant wrench, made by the Big Ass Wrench Company, McMillanville. USA."
"982571","99","We're trapped! Lots of zombies outside, and we're out of ammo. Don't know how long we can hold out!"
"982671","12","SWAT Zombies"
"982684","16","Played the Drums"
"982701","22","71 GENERIC Edgar Carew"
"982724","23","LOG: Crash Site Located"
"982748","17","Zombie Kill Score"
"982766","43","You, my friend? You rock. There, I said it."
"982810","11","Hammerstein"
"982822","21","27 MIL Pfc Tyler Goss"
"982844","23","12 MIL Sgt Naomi Monson"
"982868","26","Stay calm, I'm on the way."
"982895","36","COMPLETED: Trouble at the Courthouse"
"982932","38","Ugh... can't seem to shake this fever."
"982971","24","MISSION: Combat Training"
"982996","21","That area looks open."
"983018","16","EXTRACTED: Brock"
"983035","16","You ready to go?"
"983052","150","You all think it's funny? Huh? The ""pranks,"" the stolen food, the blanket parties when nobody's looking? Fuck all of you. Especially you, %2$s. - %1$s"
"983203","30","Come on, the more the merrier!"
"983234","96","I mean it, dammit. You don't do what I say, it'll get gangrenous and you'll lose the entire leg."
"983331","74","Learned electrical work from her mom. Learned medical work from Uncle Sam."
"983406","69","So many zeds in the area, I don't think circling around's any better."
"983476","69","Hey, I don't look at your ass when YOU bend over. (Handy with tools.)"
"983546","15","Prepare a Feast"
"983562","26","That doesn't look so good."
"983589","66","Just a little longer ... there are a lot of fucking wires in here!"
"983656","116","Add %1$s as a FRIEND. Friends share Fame and Influence. You can switch between friends when you aren't on a mission."
"983773","19","Vicious and deadly."
"983793","7","Met Eli"
"983801","15","That a problem?"
"983817","44","We're going to need more building materials."
"983862","280","I don't know if it's anxiety or bad food, but what I just did in the latrine might have killed a lesser soldier. I am so glad we're paying attention to sanitation around here ... I hate to think how rancid this place would be if people were doing shit like that all over the base."
"984143","18","""Finding"" Supplies"
"984162","20","HOME: Shouting Match"
"984183","18","Vehicle relocated."
"984202","26","I won't be a part of this."
"984235","42","Good news, I'm loaded up and heading home."
"984278","20","KILLED: Timothy Hall"
"984299","46","Excess resources won't last through the night."
"984346","33","Ready to take out an Infestation."
"984380","41","I was hoping I'd see something like that."
"984422","25","156 GENERIC Milo Eldridge"
"984448","71","The folks at the Grange needed more help than I could give them. - %1$s"
"984520","20","We're clear in here."
"984547","69","Good luck making it back. I don't even know if we'll be here by then."
"984617","88","All the benefits of an Infirmary, plus the ability to create painkillers and stimulants."
"984706","101","You'll see a dirt path on the left - follow that all the way to the Barrett place. You can't miss it."
"984808","37","Medicine and medical facilities help."
"984846","11","Good to go."
"984858","46","Fires the .50 BMG. For anti-materiel missions."
"984910","11","Color Blind"
"984922","29","Advice: Build a Sleeping Area"
"984952","19","Safe and sound now."
"984972","29","No signs of Doc Hanson today."
"985002","92","I'm fine, I'm fine. Had worse the day after I learned to say ""red-light district"" in German."
"985095","99","Soldier, you've managed to bring in more critical intel and assets than anyone could have expected."
"985195","14","Event: Suicide"
"985210","27","I guess you know your shit."
"985238","12","Thanks, Doc."
"985256","64","Hey, I just want to let you know, you're doing great. Thank you."
"985321","23","0 MIL Maj Alicia Hawkes"
"985345","23","HOME: Flu-like Symptoms"
"985373","19","Lifesaving Supplies"
"985393","34","You really know what you're doing."
"985428","9","Stephanie"
"985438","111","We're burning through meds at an alarming rate. I think everyone's a little paranoid about getting sick. - %1$s"
"985550","63","Get it together, or you're gonna wear out your welcome. Got it?"
"985614","64","I knew that milk tasted a little too much like cheese.... - %1$s"
"985679","27","Just don't leave me to die."
"985707","111","You know how it is. Some people, you ask them to go without for a little bit and suddenly they're on the cross."
"985819","40","Are you up for helping with a trade run?"
"985860","23","133 STORY Sgt. Erik Tan"
"985884","16","TRAINING MISSION"
"985901","25","Looks like a zed hoedown."
"985927","34","Universal water-transporting tech."
"985962","116","One man's trash is another man's treasure. I can find a way to make a buck off just about anything. (Advanced wits.)"
"986079","21","Woah, woah. You sure?"
"986101","28","I don't think I can do that."
"986130","71","Hello? Can anybody hear me? If you're receiving this, I need some help!"
"986209","68","Taking things from their SUPPLY LOCKER will cost more INFLUENCE now."
